,id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
13101,6762810546,42699,4,3.75,8.235095497258357,8.294299608857235,2.5,0,0,5,9,7.969357742016346,6.78105762593618,1916,0,122044,52.8457,-114.477,7.937731775260109,8.517393171418904,2,69,14.220976332738882
13102,6762811860,42699,3,1.5,7.534228326274089,8.101980731853192,2.0,0,2,3,7,7.534228326274089,0.0,1906,0,122013,52.8521,-114.515,7.507141079727608,7.8083230503910555,1,80,13.746161551640268
13103,6762812076,42699,3,1.5,7.6783263565068856,7.72356247227797,2.0,0,2,5,8,7.390798521735676,6.293419278846481,1917,0,122003,52.8621,-114.561,7.852050207265889,7.783640596221253,2,78,13.710151153416941
13105,6762812830,42699,5,3.25,8.080546965824498,8.517393171418904,2.0,0,1,3,9,7.762596048540069,6.78105762593618,2002,0,122016,52.7502,-114.583,7.327123292259293,8.517393171418904,1,55,13.610944619216111
13106,6762813645,42699,4,3.5,8.02322468471667,8.85666093701725,2.0,0,3,3,9,7.62608275807238,6.90875477931522,1984,0,122064,52.801,-114.564,7.682943169878292,8.682877107057168,3,52,13.527829818844937
13107,6762813726,42699,4,2.75,7.65491704784832,9.010791269515602,1.5,0,0,5,8,7.65491704784832,0.0,1966,0,122029,52.8569,-114.29,7.791935956938058,9.036106025364846,2,66,13.522482219667573
13109,6762814215,42699,4,2.25,7.787796878181171,9.720225553665117,1.0,0,0,4,8,7.787796878181171,0.0,1965,0,122027,52.8006,-114.353,7.908754738783246,9.31847703058076,2,51,13.475553656946257
13111,6762814435,42699,2,2.5,7.779466967458324,8.921324076511265,1.0,0,0,3,8,7.779466967458324,0.0,2007,0,122045,52.9543,-114.222,7.682943169878292,8.921324076511265,1,77,13.458765611575428
13112,6762815074,42699,3,2.0,7.640603826393634,8.987321812850125,1.0,0,0,5,7,6.947937068614969,6.947937068614969,1926,0,122009,52.8091,-114.582,7.444833273892193,8.482808764554406,2,75,13.399996629152975
13114,6762816067,42699,3,3.0,7.754052639035757,9.242613932526478,1.0,0,0,3,9,7.754052639035757,0.0,1998,0,122033,52.9539,-114.354,7.696667081526462,8.440312147080279,2,55,13.324489195480057
13116,6762816971,42699,3,1.75,7.7279755421055585,9.2239473753824,2.0,0,0,3,8,7.7279755421055585,0.0,1979,0,122012,52.765,-114.246,7.72356247227797,9.169622538697624,2,69,13.26212705890841
13117,6762817222,42699,4,2.5,7.83241092718792,9.484709215365838,1.0,0,0,3,8,7.327123292259293,6.90875477931522,1979,0,122005,52.8858,-114.325,7.62608275807238,9.30027247947679,2,65,13.244582780038517
13118,6762817275,42699,3,2.0,7.365812837209472,8.573573524852344,1.0,0,0,3,7,6.769641976852503,6.566672429803241,1940,0,122028,52.9181,-114.532,7.1785454837637,8.619027497297505,3,78,13.241036683319184
13119,6762818484,42699,1,1.0,6.7226297948554485,8.071218539969863,1.0,0,0,3,7,6.7226297948554485,0.0,1924,0,122028,52.8857,-114.538,7.208600337960199,7.829232537543592,3,68,13.171155446333852
13121,6762819557,42699,3,2.0,7.365812837209472,8.296795865770052,1.0,0,0,4,7,6.673297967767654,6.673297967767654,1909,0,122007,52.9069,-114.561,7.208600337960199,8.585038738311304,2,59,13.102060665086476
13122,6762819662,42699,4,3.5,8.09376775793108,8.540128162698734,2.0,0,0,3,8,7.890582534656536,6.401917196727186,2014,0,122042,52.6777,-114.394,8.005367067316664,8.537191877922927,2,64,13.091906231773164
13123,6762820200,42699,3,2.25,7.8713112033234065,9.274253697719836,1.0,0,0,3,7,7.415175109613295,6.8679744089702925,1976,0,122014,52.9943,-114.463,7.507141079727608,9.398644000447685,3,60,13.058360179622305
13124,6762821104,42699,2,1.5,7.32052696227274,7.601901959875166,2.0,0,0,4,8,7.32052696227274,0.0,1985,0,122030,52.8511,-114.343,7.32052696227274,7.628517626575055,3,72,13.005831808336863
13125,6762821508,42699,3,1.75,7.467942332285852,9.72609383397847,1.0,0,0,3,7,7.193685818395112,6.042632833682381,1978,0,122021,52.9721,-114.279,7.467942332285852,9.683526431913219,3,59,12.983103608918753
13126,6762821917,42699,4,2.25,7.696667081526462,9.034199674257309,1.0,0,0,3,7,7.1316985104669115,6.85751406254539,1959,0,122014,52.983,-114.507,7.467942332285852,9.034199674257309,2,73,12.959846800844963
13128,6762823146,42699,4,2.5,7.719129840906732,8.830689198760998,2.0,0,0,3,9,7.719129840906732,0.0,1987,0,122046,52.6698,-114.341,7.816416983691801,8.907476977528738,1,76,12.886643575525625
13129,6762824572,42699,5,2.5,7.779466967458324,9.079776001955066,1.0,0,0,4,7,7.147559271189454,7.02197642307216,1980,0,122046,52.6939,-114.36,7.496097345175956,8.987321812850125,3,67,12.788291058675025
13130,6762824600,42699,5,2.75,7.340186835320115,8.294299608857235,1.0,0,0,3,7,7.039660349862076,5.993961427306569,1990,0,122034,52.763,-114.544,7.396948602621014,8.294299608857235,3,75,12.785493861878301
13131,6762824687,42699,3,1.5,7.123672785204607,9.672059781634221,1.0,0,0,3,7,7.123672785204607,0.0,1962,0,122033,52.9467,-114.392,7.359467638255621,9.169622538697624,3,62,12.779875885354993
13132,6762825185,42699,3,1.0,7.237778191923443,7.878912912297133,1.5,0,0,3,7,7.115582126184454,5.081404364984463,1903,0,122044,52.8378,-114.497,7.484930283289661,8.27410200229233,3,64,12.75130259456002
13133,6762826150,42699,3,2.5,7.353081920515432,9.169622538697624,1.0,0,0,3,7,7.099201743553092,5.860786223465865,1964,0,122070,52.687,-114.46,7.635786861395585,9.169622538697624,1,50,12.691429680714283
13135,6762827394,42699,3,2.5,7.43307534889858,8.319473692442186,2.0,0,0,3,7,7.43307534889858,0.0,2003,0,122024,52.5852,-114.205,7.5126175446745105,8.46252579007393,2,79,12.59473402514672
13136,6762829267,42699,3,1.75,7.555381944240273,9.23317760587894,1.0,0,0,4,7,7.1631723908466425,6.431331081933479,1964,0,122067,52.6485,-114.397,7.372118028337787,9.287394001418473,3,63,12.429220196836383
13137,6762829268,42699,4,3.0,7.496097345175956,7.824445930877619,2.0,0,0,3,7,7.496097345175956,0.0,2000,0,122059,52.7633,-114.484,7.5126175446745105,8.839421607620602,2,71,12.429220196836383
13138,6762830228,42699,3,2.0,7.421177528595393,8.82834762005316,1.0,0,0,3,7,7.170888478512505,5.916202062607435,1990,0,122035,52.5966,-114.274,7.415175109613295,8.934191535338075,3,56,12.314931534737134
13139,6762830449,42699,3,1.75,7.155396301896734,9.212038928611765,1.0,0,0,4,7,7.155396301896734,0.0,1975,0,122040,52.5123,-114.523,7.421177528595393,9.186559843310778,3,71,12.278397958261774
13140,6762830656,42699,2,1.0,7.030857476116121,9.007121989469242,1.0,0,0,4,6,7.030857476116121,0.0,1952,0,122056,52.7297,-114.507,6.966967138613983,8.71948076085107,1,75,12.240478903153711
13141,6762830969,42699,3,1.75,7.123672785204607,9.245900547374733,1.0,0,0,3,6,7.123672785204607,0.0,1987,0,122035,52.6,-114.341,7.123672785204607,9.086476384753796,3,61,12.165255859329688
13142,6762831481,42699,3,1.5,7.0909098220799835,7.602401335665818,2.0,0,0,3,8,7.0909098220799835,0.0,1966,0,122042,52.6959,-114.379,7.147559271189454,7.522400231387125,3,61,11.849404844423074
13146,6762819299,42702,4,2.5,8.076204527239026,8.683215975240689,2.0,0,0,3,9,8.076204527239026,0.0,2014,0,122065,52.5725,-114.369,7.943072717277933,8.50045386741194,1,79,13.119250537541532
13147,6762830110,42702,3,1.0,7.327123292259293,8.881975184248867,1.0,0,0,3,7,6.93828448401696,6.19644412779452,1954,0,122031,52.6827,-114.542,7.333676395657684,8.882114044208821,3,55,12.328294703023394
13152,6762810429,42704,3,3.5,8.446985296372741,9.960104152955024,2.0,1,4,3,12,8.446985296372741,0.0,1975,1990,122031,52.6718,-114.544,8.052296499538647,10.097202293159526,3,67,14.310207409556293
13153,6762810529,42704,6,3.5,8.221747728346623,9.366574594006819,2.0,0,0,3,10,8.221747728346623,0.0,2003,0,122057,52.7999,-114.416,8.016647877057803,9.366232391933156,2,68,14.23422155071698
13154,6762810611,42704,5,3.5,8.137688184977605,8.987321812850125,2.0,0,0,3,10,8.137688184977605,0.0,2006,0,122057,52.8036,-114.402,7.550135342488429,8.987321812850125,1,57,14.180154365996387
13155,6762810612,42704,4,2.75,7.886457270977689,9.16408698745872,1.0,0,1,3,8,7.565793282428515,6.594413459749778,1968,2006,122048,52.846,-114.408,7.787796878181171,9.21054035197885,2,56,14.180154365996387
13156,6762810988,42704,4,2.25,8.092851027538384,8.699681400989514,2.0,0,0,5,8,7.687538766201629,6.994849985833071,1909,0,122044,52.8401,-114.476,7.9658927350845286,8.699681400989514,3,54,14.006131744018864
13157,6762811051,42704,4,3.25,8.284251797621916,9.464672464746409,2.0,0,0,3,11,8.284251797621916,0.0,2001,0,122015,52.7511,-114.341,8.261268150577648,9.39607277189222,1,80,13.989464705423494
13158,6762811233,42704,4,2.5,8.25088114470065,9.53249633228804,1.0,0,4,4,9,7.616283561580385,7.496097345175956,1969,0,122027,52.7971,-114.347,8.149312843635345,9.19786285046507,3,67,13.910821646859095
13160,6762811775,42704,4,4.0,8.636929873018572,9.179468708309095,2.0,0,3,3,10,8.380456667842767,7.151485463904735,2011,0,122040,52.5689,-114.524,8.223358899479258,9.186662244621605,3,78,13.76421831620775
13161,6762811861,42704,4,2.5,8.200013648175434,8.762489547371581,2.0,0,0,3,9,8.200013648175434,0.0,2014,0,122005,52.9349,-114.313,8.18060094759445,8.748939631537715,1,76,13.746150833480705
13162,6762812009,42704,5,3.0,7.878912912297133,8.536407410340042,2.0,0,0,3,10,7.878912912297133,0.0,2009,0,122006,52.9109,-114.478,7.384610383176974,8.559869465696673,3,57,13.721200977393528
13163,6762812046,42704,2,1.5,7.039660349862076,8.962007209588313,1.0,0,0,4,6,7.039660349862076,0.0,1947,0,122048,52.8442,-114.399,7.611347717403621,8.962007209588313,3,60,13.713478939818222
13164,6762812645,42704,3,2.25,7.844240718141811,8.316300249036848,2.0,0,0,3,9,7.844240718141811,0.0,1983,0,122047,52.8572,-114.487,7.427144133408616,8.316300249036848,3,63,13.633989880380932
13165,6762812701,42704,3,1.75,7.462214939768189,9.054972284742485,1.0,0,0,3,8,7.313886831633462,5.484796933490655,1948,0,122032,52.8775,-114.599,7.714677473800927,8.665785595466064,2,71,13.625845302098798
13167,6762813047,42704,4,3.5,8.098946748943339,9.908873024812467,2.0,0,4,3,10,7.7057128238944275,6.976348070447749,1990,0,122043,52.585,-114.509,8.003363058629947,9.740321354781914,1,58,13.591117476312084
13168,6762813062,42704,3,2.75,7.85979918056211,9.397981090247738,2.0,0,0,3,10,7.85979918056211,0.0,1993,0,122027,52.7827,-114.31,7.955425088912672,9.0442857876461,3,64,13.587983663824232
13169,6762813324,42704,3,1.75,8.166500319155052,9.421492310438014,1.0,0,4,4,8,7.333676395657684,7.596392304064196,1960,0,122009,52.8137,-114.572,7.669028288589683,8.962007209588313,2,50,13.560619598657233
13170,6762814194,42704,5,2.75,7.979681302387741,9.123038043573386,1.0,0,0,4,8,7.327123292259293,7.244941546337007,1976,0,122027,52.7968,-114.359,7.719129840906732,9.123038043573386,3,65,13.477939117439742
13171,6762814885,42704,3,1.0,7.107425474110705,9.056489647157923,1.0,0,0,4,7,7.107425474110705,0.0,1954,0,122048,52.8388,-114.383,7.237778191923443,9.056489647157923,2,65,13.418015107599418
13173,6762815075,42704,4,1.5,7.581209826196346,8.412054873292933,1.5,0,2,3,7,7.581209826196346,0.0,1922,0,122007,52.9097,-114.549,7.581209826196346,8.412054873292933,1,66,13.399996629152975
13174,6762815196,42704,4,2.5,7.6783263565068856,8.853808274977197,2.0,0,0,4,9,7.6783263565068856,0.0,1989,0,122011,52.7959,-114.203,7.741099090035366,8.914760527397261,3,74,13.389333939650964
13176,6762815593,42704,3,1.5,7.714677473800927,8.575650760987806,1.0,0,0,5,7,7.02197642307216,7.02197642307216,1955,0,122007,52.9227,-114.585,7.462214939768189,8.869398159883518,2,56,13.361381852676738
13178,6762816013,42704,3,1.75,7.7057128238944275,8.885302512980633,1.0,0,2,3,8,7.621195162809845,5.198497031265826,1975,0,122050,53.004,-114.574,7.840312983320164,9.209439966733019,1,70,13.329379172803593
13179,6762816208,42704,4,1.75,7.719129840906732,8.623892810075294,1.0,0,0,4,8,7.719129840906732,0.0,1967,0,122029,52.8222,-114.308,7.62608275807238,9.18512512283512,1,60,13.312985389904174
13180,6762816423,42704,4,2.0,8.134760782418645,9.625359692889159,2.0,0,0,4,8,8.134760782418645,0.0,1972,1987,122005,52.9009,-114.242,7.762596048540069,10.163425799678814,1,58,13.303018546545275
13181,6762816972,42704,2,1.75,7.518064181233078,8.313116702819253,1.0,0,0,3,8,7.039660349862076,6.55250788703459,1957,0,122007,52.9175,-114.583,7.340186835320115,8.313116702819253,3,67,13.26212705890841
13182,6762816973,42704,4,2.75,7.384610383176974,9.323847612769777,1.0,0,0,5,7,6.928537818164665,6.3818160174060985,1982,0,122010,52.9324,-114.388,7.384610383176974,9.105090961257085,1,58,13.26212705890841
13183,6762817039,42704,4,1.75,7.444833273892193,9.09918532261002,1.0,0,0,4,7,7.444833273892193,0.0,1956,0,122030,52.8247,-114.325,7.215975002651466,9.223651386035854,2,72,13.256721178459319
13184,6762817364,42704,3,2.5,7.611347717403621,9.387314322443542,1.0,0,0,4,9,7.611347717403621,0.0,1976,0,122005,52.862,-114.282,7.787796878181171,9.421492310438014,1,75,13.235693848424024
13185,6762817479,42704,4,1.75,7.72356247227797,9.305741456739435,1.0,0,0,3,8,7.390798521735676,6.46302945692067,1976,0,122029,52.8524,-114.299,7.581209826196346,9.210440366976517,2,60,13.22672519452875
13186,6762817480,42704,4,2.25,7.450660796211539,7.741099090035366,1.0,0,0,3,7,6.7580945044277305,6.7580945044277305,1940,2014,122009,52.8062,-114.602,7.450660796211539,8.45126704130007,2,53,13.22672519452875
13187,6762818094,42704,4,2.5,7.83241092718792,8.48301573961465,2.0,0,0,3,8,7.83241092718792,0.0,2009,0,122021,53.0011,-114.358,7.796057974316123,8.278428259199071,1,57,13.19189130572284
13188,6762818763,42704,2,1.0,6.814542897259958,8.460834457746854,1.0,0,0,3,7,6.814542897259958,0.0,1949,0,122006,52.906,-114.471,7.3783837129967145,8.556606193773073,3,63,13.151924121391561
13189,6762818764,42704,5,2.75,8.000014093678072,8.412499120301572,2.0,0,0,3,9,8.000014093678072,0.0,2007,0,122058,52.9998,-114.425,7.955425088912672,8.412277021466677,2,60,13.151924121391561
13190,6762819156,42704,3,1.5,7.7057128238944275,9.104424146384634,1.0,0,0,4,8,7.01301578963963,7.01301578963963,1962,0,122027,52.7773,-114.362,7.7057128238944275,9.104424146384634,3,75,13.122365377402328
13191,6762819157,42704,4,2.5,7.550135342488429,8.517593111437565,1.0,0,0,3,8,7.0909098220799835,6.55250788703459,2008,0,122038,52.9589,-114.525,7.576097340623111,8.45126704130007,3,62,13.122365377402328
13193,6762819514,42704,3,1.75,7.3783837129967145,8.740496729931813,1.0,0,0,3,8,7.3783837129967145,0.0,1984,0,122005,52.8901,-114.325,7.32052696227274,9.250330020192342,3,58,13.102162710901053
13194,6762819804,42704,3,1.0,7.057036981697891,9.082620630373812,1.0,0,0,4,7,7.057036981697891,0.0,1959,0,122029,52.8412,-114.318,7.467942332285852,9.036106025364846,2,60,13.081543466215237
13195,6762820225,42704,4,2.5,8.058643712215618,8.88336291691676,1.0,0,0,4,7,7.53955882930103,7.155396301896734,1969,0,122033,52.9668,-114.373,7.635786861395585,8.93075873555827,3,60,13.055156766746023
13196,6762820238,42704,3,1.75,7.886457270977689,8.614682812693495,1.0,0,0,3,8,7.193685818395112,7.193685818395112,1948,0,122059,52.7875,-114.49,7.616283561580385,8.718009330846357,2,59,13.054086677976365
13197,6762820313,42704,3,1.75,7.300472814267799,8.757940876678804,1.0,0,0,3,7,7.300472814267799,0.0,1954,0,122038,52.9611,-114.543,7.300472814267799,8.757940876678804,2,52,13.049794835104816
13198,6762820479,42704,2,1.0,7.266128779556451,9.400382051785275,1.0,0,0,4,7,7.266128779556451,0.0,1938,0,122022,52.9323,-114.466,7.749753406274437,9.287394001418473,3,54,13.038983942375959
13201,6762820868,42704,4,2.75,7.972810784121404,8.764209507142004,2.0,0,0,3,7,7.621195162809845,6.7580945044277305,1911,1970,122016,52.7863,-114.583,7.201170883281678,8.723394022000136,1,64,13.017005083966255
13202,6762821148,42704,2,1.0,7.030857476116121,8.596743470174246,1.0,0,0,3,7,6.78105762593618,5.5254529391317835,1939,0,122006,52.9271,-114.505,7.1316985104669115,8.596743470174246,3,71,13.001327306361068
13203,6762821687,42704,2,1.5,6.994849985833071,8.297543529356284,1.5,0,0,3,7,6.994849985833071,0.0,1900,0,122028,52.8952,-114.528,7.237778191923443,8.297543529356284,1,56,12.971542813248437
13204,6762821810,42704,3,1.75,7.427144133408616,9.060795734696166,1.0,0,0,4,7,7.1631723908466425,5.968707559985366,1969,0,122033,52.9546,-114.363,7.403061091090091,9.083642718930225,1,72,12.964541634128395
13205,6762821918,42704,3,1.75,7.333676395657684,9.19023970026918,1.0,0,0,5,8,7.333676395657684,0.0,1958,0,122038,52.9955,-114.526,7.415175109613295,9.19023970026918,3,57,12.959846800844963
13206,6762822106,42704,3,1.0,7.123672785204607,8.895766604056085,1.0,0,0,3,7,7.123672785204607,0.0,1968,0,122010,52.9075,-114.358,7.123672785204607,9.019300924562506,1,74,12.948012371209098
13207,6762822670,42704,2,1.5,7.223295679562314,8.319473692442186,2.0,0,0,4,7,7.223295679562314,0.0,1987,0,122010,52.9243,-114.374,7.2305631534092925,8.074649075066652,1,76,12.91164481522143
13208,6762822782,42704,3,2.75,7.611347717403621,9.159678457173955,1.0,0,0,3,7,7.13966033596492,6.634633357861686,1969,0,122017,52.9699,-114.387,7.640603826393634,9.384461732204798,2,70,12.901719200051183
13209,6762822789,42704,4,1.75,7.43307534889858,8.946505025998682,1.0,0,0,5,6,6.792344427470809,6.68586094706836,1946,0,122064,52.7596,-114.565,6.966967138613983,8.946505025998682,3,68,12.900159384566786
13211,6762823509,42704,4,2.5,7.576097340623111,8.902591637374087,1.0,0,0,3,7,7.048386408721883,6.68586094706836,1963,0,122005,52.886,-114.324,7.62608275807238,9.112617283447568,2,53,12.861001210669146
13213,6762824191,42704,3,1.5,7.353081920515432,8.972717499397138,1.0,0,0,3,7,6.966967138613983,6.2166061010848646,1969,0,122022,52.9612,-114.488,7.507141079727608,9.105090961257085,2,70,12.81584093453868
13214,6762824340,42704,4,1.0,6.928537818164665,9.339964139769688,1.5,0,0,5,6,6.928537818164665,0.0,1947,0,122014,52.9729,-114.511,7.1631723908466425,9.324918276683619,3,74,12.804911893867851
13215,6762824527,42704,3,2.5,7.523481312573497,9.287394001418473,2.0,0,0,3,7,7.523481312573497,0.0,2010,0,122045,52.9171,-114.204,7.523481312573497,8.131824785007195,2,70,12.793256350910953
13216,6762824688,42704,3,2.5,7.53955882930103,8.57376254290413,1.0,0,0,3,8,7.1316985104669115,6.447305862541213,1974,0,122059,52.7701,-114.49,7.616283561580385,8.535622326884605,3,79,12.779875885354993
13217,6762824689,42704,5,2.5,7.840312983320164,8.537191877922927,2.0,0,0,3,7,7.840312983320164,0.0,2014,0,122056,52.7423,-114.506,7.244941546337007,9.152817185732516,1,79,12.779875885354993
13218,6762824929,42704,3,1.0,6.918695219020472,8.946505025998682,1.0,0,0,4,7,6.918695219020472,0.0,1967,0,122033,52.962,-114.421,7.186144304522325,8.90571557879409,1,57,12.765691290604371
13219,6762824930,42704,4,2.25,7.692113339595466,8.25608813381491,2.0,0,0,3,7,7.692113339595466,0.0,2006,0,122015,52.7154,-114.35,7.550135342488429,8.25608813381491,3,62,12.765691290604371
13220,6762825186,42704,2,1.75,7.507141079727608,9.037176752966994,1.0,0,0,4,6,6.814542897259958,6.814542897259958,1948,0,122014,52.9838,-114.517,7.170888478512505,9.037176752966994,1,77,12.75130259456002
13221,6762825284,42704,3,2.25,7.0909098220799835,7.953669778649798,2.0,0,0,3,7,7.0909098220799835,0.0,1986,0,122033,52.9451,-114.393,7.107425474110705,7.669028288589683,1,67,12.742568940017076
13222,6762825614,42704,3,1.0,6.8885724595653635,9.200693994924377,1.0,0,0,4,7,6.8885724595653635,0.0,1966,0,122058,53.0046,-114.429,7.5126175446745105,9.200693994924377,2,54,12.721888795877375
13223,6762825813,42704,2,1.0,6.85751406254539,8.036249942132116,1.0,0,0,4,6,6.85751406254539,0.0,1909,0,122051,52.781,-114.466,7.115582126184454,8.323851131338817,2,74,12.706850963741102
13224,6762826302,42704,4,1.75,7.456454555176209,9.161255164285691,1.0,0,0,4,7,7.456454555176209,0.0,1971,0,122015,52.7056,-114.347,7.346655163176539,9.324739912284679,2,70,12.676079399771027
13225,6762827148,42704,3,1.75,7.501634457883413,9.958874954615686,1.0,0,0,4,7,7.123672785204607,6.3473892096560105,1977,0,122046,52.6974,-114.368,7.523481312573497,9.409273194575334,1,76,12.611541086966115
13226,6762827280,42704,3,2.5,7.804251383528112,8.862625169408922,2.0,0,0,3,8,7.804251383528112,0.0,1993,0,122018,52.5361,-114.55,7.581209826196346,8.881975184248867,3,51,12.608202196848836
13227,6762827717,42704,4,2.5,7.384610383176974,8.307212626628308,2.0,0,0,3,7,7.384610383176974,0.0,2013,0,122035,52.5903,-114.271,7.65491704784832,8.302761580704049,3,57,12.567066748458124
13228,6762827858,42704,5,2.75,7.9269635448629785,8.718827059242566,1.0,0,0,3,7,7.307202314764738,7.155396301896734,1979,0,122056,52.7147,-114.481,7.560601162768557,8.777555453213056,2,70,12.554794547705303
13230,6762828545,42704,3,1.75,7.223295679562314,8.294299608857235,1.0,0,1,4,7,7.223295679562314,0.0,1966,0,122018,52.5638,-114.531,7.450660796211539,9.21542741102474,3,56,12.498745990829315
13231,6762828849,42704,3,2.5,7.523481312573497,8.971575439759016,1.0,0,0,3,7,7.1316985104669115,6.398594934535208,1968,0,122046,52.664,-114.361,7.565793282428515,8.995040974685022,1,61,12.468440756144114
13232,6762828924,42704,3,2.25,7.244941546337007,9.253112463820052,1.0,0,0,4,7,6.947937068614969,5.8888779583328805,1985,0,122046,52.6561,-114.334,7.528869256642251,9.139810605785655,2,72,12.464201028227341
13233,6762828940,42704,3,2.0,7.490529402060711,8.972083182851925,1.5,0,0,3,7,7.490529402060711,0.0,1998,0,122039,52.4934,-114.479,7.490529402060711,8.972083182851925,3,72,12.460718739865236
13234,6762829051,42704,3,2.0,6.836259277277067,9.348013177101256,1.0,0,0,3,7,6.836259277277067,0.0,1978,0,122025,52.6944,-113.935,7.155396301896734,9.328212292571072,1,79,12.449022745701502
13235,6762829132,42704,3,2.0,7.1631723908466425,8.517393171418904,1.0,0,0,5,7,7.1631723908466425,0.0,1990,0,122035,52.5958,-114.275,7.1631723908466425,8.904765846682814,3,71,12.441148720271016
13237,6762829404,42704,2,1.0,6.55250788703459,8.707317560273212,1.0,0,0,3,6,6.55250788703459,0.0,1950,0,122038,52.9472,-114.53,6.898714534329988,8.823353485113792,1,74,12.419169901386761
13238,6762829665,42704,4,2.5,7.591357046698551,8.890823576004383,2.0,0,0,3,7,7.591357046698551,0.0,1996,0,122024,52.5978,-114.209,7.3783837129967145,8.761080103868347,1,69,12.388398368982115
13239,6762830001,42704,3,1.0,6.966967138613983,9.232982102457008,1.0,0,0,3,7,6.966967138613983,0.0,1948,0,122014,52.9781,-114.49,7.359467638255621,9.232982102457008,3,69,12.345838935721968
13240,6762830060,42704,2,1.0,6.698268054115413,8.537191877922927,1.0,0,0,3,6,6.698268054115413,0.0,1955,0,122038,52.9617,-114.533,7.313886831633462,8.537191877922927,1,57,12.34148164933907
13241,6762830171,42704,4,2.5,7.438971592395862,8.704833909687792,2.0,0,0,3,8,7.438971592395862,0.0,1994,0,122065,52.5882,-114.381,7.565793282428515,8.70549681988774,3,71,12.323860125621126
13243,6762831135,42704,3,1.0,7.581209826196346,9.16785032035523,2.0,0,0,2,5,7.581209826196346,0.0,1908,0,122053,52.735,-114.361,7.523481312573497,9.027018314848645,2,54,12.100717685412471
13244,6762831150,42704,3,1.0,7.030857476116121,9.20109779060925,1.0,0,0,3,7,7.030857476116121,0.0,1954,0,122070,52.6662,-114.476,7.186144304522325,9.20109779060925,2,80,12.10043987059093
13246,6762810867,42705,4,2.25,7.962415680121064,8.699681400989514,1.0,0,0,5,8,7.456454555176209,7.039660349862076,1951,0,122047,52.8662,-114.472,7.771067086065406,8.612685172875459,1,51,14.054528245836039
13247,6762811449,42705,6,2.25,7.844240718141811,8.517393171418904,2.0,0,0,4,7,7.844240718141811,0.0,1907,0,122007,52.9085,-114.586,7.300472814267799,8.517393171418904,1,80,13.83531416565213
13250,6762811915,42705,4,2.5,8.172164452111904,9.807472124102441,2.0,0,0,3,10,8.172164452111904,0.0,1996,0,122027,52.7741,-114.321,8.326274787396764,9.321971188147367,3,53,13.73755009757506
13252,6762813094,42705,3,1.5,7.581209826196346,7.783640596221253,2.0,0,0,3,8,7.193685818395112,6.447305862541213,1911,0,122003,52.8723,-114.56,7.645397699428633,8.294299608857235,3,69,13.58294904656243
13253,6762813239,42705,3,1.0,7.415175109613295,8.38958706681109,1.5,0,0,3,8,7.2868764117507,5.303304908059076,1911,0,122047,52.8662,-114.492,7.415175109613295,8.38958706681109,1,70,13.567050480716235
13255,6762813560,42705,3,2.75,7.962415680121064,8.79497643168877,2.0,0,2,3,8,7.962415680121064,0.0,1984,0,122029,52.8045,-114.303,7.852050207265889,8.97790377375038,2,71,13.534474352733596
13256,6762813899,42705,3,2.5,7.581209826196346,8.026496938945412,2.0,0,0,3,8,7.581209826196346,0.0,2010,0,122007,52.9064,-114.579,7.107425474110705,8.026496938945412,2,60,13.503537159062734
13257,6762814019,42705,3,1.0,6.846943139585379,9.03336450150698,1.0,0,0,4,7,6.846943139585379,0.0,1952,0,122048,52.8274,-114.39,7.444833273892193,8.839421607620602,1,73,13.493928313146206
13258,6762814307,42705,2,2.5,7.741099090035366,8.764209507142004,1.0,0,0,3,8,7.741099090035366,0.0,2007,0,122045,52.9496,-114.21,7.741099090035366,8.764209507142004,3,78,13.465954500233115
13259,6762814507,42705,5,1.75,7.490529402060711,9.141633173966392,2.0,0,0,5,8,7.490529402060711,0.0,1952,0,122048,52.8245,-114.391,7.518064181233078,9.170871628065816,2,51,13.451668563394815
13260,6762814997,42705,4,1.75,7.732369222284388,8.210939733379021,1.5,0,0,5,7,7.293697720601438,6.698268054115413,1926,0,122006,52.9054,-114.49,7.523481312573497,8.210939733379021,1,80,13.407543823396258
13261,6762815300,42705,6,2.75,8.191740021277457,9.21074029199751,1.5,0,0,4,8,8.191740021277457,0.0,1966,0,122029,52.8561,-114.315,7.848153086199526,9.210840247017833,2,66,13.384729180332174
13262,6762815301,42705,4,2.0,7.384610383176974,9.10242102975669,1.0,0,0,4,8,7.384610383176974,0.0,1966,0,122048,52.8311,-114.382,7.565793282428515,9.10242102975669,1,78,13.384729180332174
13263,6762815807,42705,3,2.5,7.528869256642251,9.213136459278184,2.0,0,0,3,8,7.528869256642251,0.0,1993,0,122010,52.9075,-114.355,7.333676395657684,9.127502093667179,3,55,13.345508528717259
13264,6762816830,42705,5,2.5,7.908754738783246,8.517393171418904,1.5,0,0,4,7,7.333676395657684,7.0825485693553,1939,0,122007,52.9127,-114.566,7.099201743553092,8.517393171418904,1,61,13.270785106659046
13265,6762817090,42705,6,2.5,8.12296471523406,9.65669147255669,1.0,0,0,3,8,7.479299637782834,7.3783837129967145,1964,0,122031,52.6523,-114.533,7.934155233536322,9.660268836790868,3,54,13.25339339419516
